pickup_location,delivery_location,pickup_datetime,weight,service_type,synthetic_delivery_time_min,route_distance_km_synthetic,model_prediction_min
Sassari,Napoli,2026-04-18 17:00:00,4.13,Express,573.99,480.8,46.37
Bari,Bologna,2026-01-14 15:52:00,8.32,Express,676.37,586.2,45.94
Bari,Catania,2026-02-23 09:27:00,3.7,Express,505.16,429.6,43.54
Firenze,Milano,2026-08-03 19:09:00,8.25,Premium,341.93,248.8,49.63
Perugia,Reggio Calabria,2026-02-03 07:05:00,1.26,Express,707.32,620.2,50.04
Genova,Milano,2026-05-16 20:55:00,16.07,Express,162.05,118.5,50.1
Napoli,Palermo,2026-02-08 17:10:00,6.42,Premium,375.0,313.4,49.77
Cagliari,Palermo,2026-05-28 09:50:00,3.47,Express,482.8,387.8,47.02
Roma,Firenze,2026-06-25 09:45:00,8.13,Express,291.97,231.6,44.35
Genova,Firenze,2026-05-09 16:43:00,1.32,Express,256.13,198.5,49.18
Bari,Milano,2026-07-30 18:18:00,2.45,Express,909.38,786.3,46.44
Roma,Ancona,2026-03-14 13:31:00,8.24,Express,258.56,208.6,45.95
Trapani,Reggio Calabria,2026-06-02 07:50:00,0.81,Express,321.62,272.4,52.57
Ancona,Pescara,2026-03-17 13:54:00,4.44,Express,201.09,140.6,45.88
Milano,Genova,2026-05-19 13:42:00,4.35,Express,132.31,118.5,48.91
Sassari,Lecce,2026-01-18 11:33:00,11.91,Express,936.08,812.8,42.97
Roma,Genova,2026-03-15 19:38:00,0.99,Premium,477.63,402.1,48.58
Torino,Reggio Calabria,2026-07-13 11:47:00,9.26,Express,1158.17,1017.4,52.66
Milano,Salerno,2026-08-01 10:24:00,2.03,Express,793.29,698.2,44.45
Lecce,Bologna,2026-03-16 16:28:00,2.19,Express,822.16,725.0,46.11
Roma,Milano,2026-03-12 15:39:00,1.28,Express,549.72,476.9,46.16
Cagliari,Ancona,2026-03-23 15:41:00,1.4,Premium,704.12,611.3,50.64
Catania,Napoli,2026-03-18 14:03:00,3.98,Express,428.89,378.1,50.19
Pescara,Catania,2026-09-29 11:27:00,1.38,Express,639.09,555.5,45.45
Reggio Calabria,Genova,2026-06-27 10:36:00,5.04,Express,1024.66,897.2,48.43
Bologna,Napoli,2026-04-16 08:39:00,1.89,Premium,554.91,470.2,48.65
Palermo,Genova,2026-05-07 09:35:00,1.28,Express,927.57,791.1,45.73
Lecce,Pescara,2026-05-20 15:05:00,2.07,Premium,489.52,405.1,44.13
Palermo,Salerno,2026-05-31 12:41:00,3.8,Express,370.87,309.4,41.07
Verona,Sassari,2026-04-16 17:21:00,2.47,Express,661.8,559.6,48.53
Bari,Ancona,2026-09-24 18:15:00,3.07,Express,467.47,391.1,46.48
Verona,Lecce,2026-03-21 14:49:00,4.88,Express,935.38,813.3,48.36
Milano,Sassari,2026-04-27 08:27:00,6.4,Express,640.45,528.4,45.73
Salerno,Palermo,2026-01-02 07:03:00,2.41,Express,371.42,309.4,43.24
Milano,Catania,2026-05-15 10:11:00,1.44,Express,1135.51,1010.7,44.23
Genova,Perugia,2026-08-22 10:57:00,3.16,Express,365.33,313.2,54.01
Salerno,Bologna,2026-09-30 08:01:00,4.17,Express,604.61,508.2,45.91
Reggio Calabria,Ancona,2026-05-10 17:54:00,1.08,Express,744.18,638.3,46.71
Bologna,Pescara,2026-02-08 12:08:00,1.61,Express,373.92,323.4,43.64
Roma,Palermo,2026-07-16 17:23:00,1.81,Express,499.1,426.6,43.14
Salerno,Pescara,2026-06-24 09:55:00,2.59,Express,273.65,203.3,43.54
Lecce,Genova,2026-09-19 07:08:00,1.76,Express,985.23,882.3,48.33
Trapani,Torino,2026-05-18 08:55:00,4.92,Express,1005.21,881.3,50.4
Pescara,Milano,2026-01-01 13:35:00,0.98,Express,584.25,522.1,48.32
Genova,Roma,2026-09-03 13:42:00,0.99,Express,454.84,402.1,46.87
Ancona,Bologna,2026-07-04 13:07:00,2.37,Express,250.43,199.3,48.41
Reggio Calabria,Bari,2026-08-07 20:25:00,2.65,Premium,429.36,350.6,47.42
Catania,Salerno,2026-02-02 16:07:00,1.08,Express,409.73,353.6,45.84
Salerno,Sassari,2026-05-05 17:14:00,1.96,Express,617.45,523.4,45.12
Palermo,Trapani,2026-05-06 08:44:00,2.27,Express,112.01,72.6,42.52
Napoli,Genova,2026-03-15 13:31:00,2.28,Premium,666.28,589.3,54.89
Cagliari,Ancona,2026-08-20 15:41:00,3.34,Premium,729.45,611.3,50.56
Roma,Verona,2026-02-21 15:11:00,1.89,Premium,494.27,411.9,43.67
Cagliari,Pescara,2026-01-20 20:15:00,8.44,Express,653.76,559.4,47.13
Milano,Catania,2026-03-05 13:39:00,4.22,Express,1136.82,1010.7,44.11
Sassari,Salerno,2026-09-28 12:12:00,1.71,Express,597.86,523.4,42.0
Trapani,Lecce,2026-01-31 20:13:00,3.21,Express,621.91,549.9,46.6
Verona,Firenze,2026-06-08 11:43:00,3.27,Premium,236.47,186.8,48.55
Verona,Salerno,2026-02-19 14:58:00,7.02,Express,709.36,611.8,46.87
Perugia,Salerno,2026-04-18 07:23:00,1.97,Express,384.05,334.4,42.76
Catania,Palermo,2026-05-31 09:19:00,5.13,Premium,210.06,166.4,45.73
Sassari,Pescara,2026-01-06 07:48:00,3.09,Express,605.92,507.6,41.85
Sassari,Firenze,2026-03-07 12:50:00,8.52,Premium,484.08,404.0,43.25
Verona,Trapani,2026-06-10 20:02:00,7.41,Express,959.44,835.0,48.24
Reggio Calabria,Verona,2026-01-04 07:59:00,3.44,Express,1015.74,901.6,43.62
Bologna,Verona,2026-05-16 20:39:00,2.5,Express,122.42,109.2,43.37
Palermo,Roma,2026-06-14 19:09:00,4.28,Express,504.64,426.6,39.8
Milano,Ancona,2026-02-28 07:04:00,2.64,Express,457.57,399.5,47.1
Sassari,Lecce,2026-02-14 07:12:00,9.73,Express,937.76,812.8,43.06
Lecce,Milano,2026-05-14 19:36:00,3.17,Express,1069.84,925.2,46.32
Genova,Verona,2026-07-16 15:11:00,2.26,Express,247.64,198.5,47.75
Bari,Palermo,2026-01-04 09:26:00,2.17,Premium,544.01,449.0,43.91
Sassari,Palermo,2026-04-03 20:21:00,1.28,Express,596.03,504.1,41.62
Salerno,Bologna,2026-09-30 14:51:00,4.43,Express,591.16,508.2,45.9
Ancona,Salerno,2026-04-02 15:53:00,1.69,Express,410.37,342.8,46.09
Milano,Genova,2026-04-01 16:29:00,6.47,Premium,169.35,118.5,49.27
Napoli,Bari,2026-07-21 09:49:00,1.21,Premium,262.58,220.3,53.36
Napoli,Verona,2026-05-12 12:01:00,3.28,Premium,665.78,575.5,49.97
Trapani,Cagliari,2026-04-17 08:48:00,6.71,Premium,398.25,325.7,46.75
Cagliari,Ancona,2026-08-03 14:24:00,0.67,Express,698.58,611.3,50.21
Genova,Bari,2026-01-09 20:49:00,12.32,Express,853.01,743.8,50.64
Cagliari,Napoli,2026-07-14 15:47:00,2.23,Express,552.45,474.3,51.95
Catania,Bologna,2026-04-14 16:41:00,3.31,Premium,968.07,837.3,48.55
Trapani,Sassari,2026-08-31 09:42:00,4.48,Express,553.2,455.8,46.62
Trapani,Palermo,2026-07-17 14:35:00,4.99,Express,120.39,72.6,44.74
Ancona,Genova,2026-09-14 20:55:00,3.63,Premium,430.97,377.4,51.01
Pescara,Ancona,2026-02-05 08:14:00,6.03,Premium,188.33,140.6,48.63
Catania,Napoli,2026-02-21 09:51:00,4.31,Premium,487.8,378.1,50.63
Cagliari,Napoli,2026-09-04 17:04:00,10.29,Express,580.57,474.3,51.61
Firenze,Verona,2026-04-17 07:08:00,4.32,Express,232.32,186.8,46.41
Cagliari,Firenze,2026-08-11 09:53:00,11.87,Express,641.77,536.1,48.14
Napoli,Salerno,2026-07-07 20:13:00,5.64,Express,75.18,46.2,49.74
Verona,Ancona,2026-05-17 07:16:00,0.85,Express,311.48,284.9,49.8
Perugia,Bologna,2026-01-13 13:00:00,18.66,Express,230.78,175.1,44.41
Roma,Catania,2026-01-21 11:37:00,2.01,Premium,620.46,536.0,43.74
Napoli,Bari,2026-07-15 12:34:00,8.55,Express,266.43,220.3,52.6
Ancona,Roma,2026-01-27 10:36:00,3.06,Express,246.51,208.6,44.78
Bari,Trapani,2026-01-02 10:51:00,6.31,Premium,620.72,506.4,45.53
Firenze,Verona,2026-03-01 17:39:00,1.85,Express,232.85,186.8,46.52
Catania,Firenze,2026-09-07 07:21:00,4.65,Express,878.61,767.6,46.76
Sassari,Salerno,2026-06-21 08:48:00,2.51,Express,612.73,523.4,41.97
Sassari,Palermo,2026-07-16 10:42:00,9.06,Express,595.55,504.1,41.3
Torino,Ancona,2026-06-28 18:34:00,4.08,Premium,578.57,490.7,48.75
Pescara,Bari,2026-06-04 12:30:00,5.78,Express,332.84,266.1,48.5
Perugia,Palermo,2026-03-11 07:29:00,0.66,Express,644.6,560.9,42.41
Pescara,Milano,2026-04-28 14:17:00,2.83,Premium,594.43,522.1,48.7
Milano,Ancona,2026-05-29 15:46:00,4.0,Express,464.76,399.5,47.04
Reggio Calabria,Trapani,2026-09-27 13:24:00,3.51,Premium,326.25,272.4,45.79
Salerno,Roma,2026-09-03 08:14:00,5.88,Express,293.71,233.2,42.24
Salerno,Palermo,2026-07-21 19:18:00,2.32,Premium,387.3,309.4,43.7
Pescara,Verona,2026-08-11 19:00:00,3.1,Express,505.38,419.7,45.31
Bari,Verona,2026-08-09 19:45:00,6.86,Express,791.45,675.9,43.33
Roma,Verona,2026-07-02 20:29:00,0.61,Premium,484.99,411.9,43.72
Lecce,Firenze,2026-08-14 11:26:00,4.53,Premium,792.78,685.9,45.19
Roma,Torino,2026-01-21 12:54:00,2.37,Express,580.35,524.1,48.78
Palermo,Lecce,2026-01-06 20:26:00,1.58,Express,562.48,482.7,42.56
Torino,Roma,2026-05-02 13:17:00,3.8,Express,605.89,524.1,44.38
Genova,Torino,2026-01-15 19:06:00,7.08,Premium,171.75,122.4,53.59
Trapani,Cagliari,2026-04-03 16:04:00,6.21,Premium,396.98,325.7,46.77
Sassari,Milano,2026-02-24 19:59:00,2.73,Express,625.72,528.4,44.56
Genova,Bologna,2026-09-19 07:08:00,5.54,Express,245.8,191.5,50.28
Napoli,Firenze,2026-06-28 16:53:00,5.51,Express,480.49,408.7,50.82
Palermo,Milano,2026-01-12 18:12:00,2.82,Premium,1026.94,886.0,44.17
Salerno,Torino,2026-06-20 09:46:00,1.85,Express,876.38,755.2,48.92
Reggio Calabria,Torino,2026-07-19 17:17:00,1.92,Express,1155.23,1017.4,49.27
Torino,Lecce,2026-03-30 09:43:00,5.39,Premium,1161.78,1003.1,47.42
Lecce,Genova,2026-08-29 19:40:00,2.91,Express,1003.47,882.3,48.28
Palermo,Bari,2026-09-23 19:43:00,1.44,Express,540.14,449.0,44.15
Milano,Trapani,2026-09-25 07:03:00,0.92,Express,970.75,872.5,45.89
Trapani,Verona,2026-01-26 14:05:00,5.37,Express,959.98,835.0,44.8
Genova,Catania,2026-05-03 12:21:00,2.05,Premium,1050.69,924.7,48.29
Perugia,Cagliari,2026-08-01 19:27:00,3.78,Express,608.97,511.8,43.91
Bologna,Roma,2026-05-01 11:29:00,7.14,Express,355.51,302.9,42.24
Torino,Genova,2026-05-12 17:05:00,1.2,Express,166.68,122.4,50.29
Lecce,Cagliari,2026-03-31 08:38:00,2.91,Express,903.06,783.1,44.96
Genova,Ancona,2026-04-25 09:58:00,2.66,Express,452.61,377.4,50.73
Perugia,Milano,2026-07-09 20:47:00,3.91,Express,416.79,364.9,45.27
Napoli,Lecce,2026-01-07 12:23:00,7.14,Express,404.07,333.9,51.07
Sassari,Perugia,2026-08-07 17:43:00,1.18,Express,469.95,412.8,48.0
Palermo,Catania,2026-07-18 20:32:00,4.47,Premium,204.93,166.4,41.25
Palermo,Roma,2026-02-07 20:30:00,6.18,Express,480.69,426.6,39.72
Bologna,Reggio Calabria,2026-07-30 07:16:00,2.63,Premium,918.85,795.3,51.4
Ancona,Napoli,2026-05-23 10:15:00,2.72,Express,370.12,314.1,50.52
Lecce,Cagliari,2026-03-29 17:00:00,4.02,Express,905.68,783.1,44.92
Verona,Palermo,2026-05-05 19:58:00,3.82,Premium,985.71,837.2,47.06
Trapani,Reggio Calabria,2026-05-22 20:42:00,4.51,Express,322.31,272.4,52.41
Pescara,Lecce,2026-02-27 17:05:00,4.44,Premium,497.81,405.1,47.43
Pescara,Firenze,2026-06-15 08:27:00,1.51,Express,343.09,280.9,46.76
Lecce,Palermo,2026-06-21 17:23:00,6.0,Express,569.47,482.7,43.21
Cagliari,Lecce,2026-04-11 10:48:00,6.79,Express,906.34,783.1,48.68
Ancona,Milano,2026-05-06 18:19:00,3.42,Express,497.79,399.5,48.62
Genova,Lecce,2026-06-18 14:39:00,1.05,Express,993.57,882.3,49.52
Genova,Firenze,2026-05-18 09:34:00,2.77,Express,261.02,198.5,49.12
Cagliari,Roma,2026-04-29 18:48:00,3.44,Express,494.85,412.6,46.17
Firenze,Napoli,2026-09-19 20:50:00,1.35,Express,472.45,408.7,51.33
Ancona,Napoli,2026-08-28 14:05:00,2.33,Premium,378.0,314.1,50.99
Pescara,Reggio Calabria,2026-04-14 18:22:00,1.12,Express,580.64,498.9,52.97
Trapani,Lecce,2026-07-16 07:50:00,4.59,Premium,605.06,549.9,47.0
Reggio Calabria,Bologna,2026-08-10 10:47:00,3.37,Express,920.03,795.3,46.29
Milano,Torino,2026-01-31 08:46:00,0.95,Express,158.53,125.1,49.75
Milano,Bari,2026-06-11 10:58:00,3.84,Express,893.06,786.3,47.36
Genova,Perugia,2026-08-07 12:15:00,2.88,Premium,373.1,313.2,54.48
Bologna,Firenze,2026-01-16 13:02:00,4.31,Express,103.94,80.4,44.69
Perugia,Catania,2026-04-03 11:30:00,2.28,Premium,765.87,663.3,42.95
Perugia,Ancona,2026-08-06 14:37:00,1.71,Express,137.59,107.5,45.44
Ancona,Trapani,2026-09-13 10:04:00,1.75,Express,706.36,628.1,47.47
Milano,Lecce,2026-09-28 11:52:00,2.06,Premium,1055.61,925.2,46.3
Firenze,Genova,2026-06-14 18:45:00,3.04,Premium,256.76,198.5,51.8
Cagliari,Roma,2026-01-12 14:52:00,3.33,Express,488.77,412.6,46.17
Roma,Ancona,2026-01-08 07:22:00,2.63,Premium,245.31,208.6,46.63
Palermo,Perugia,2026-08-10 11:35:00,2.23,Express,634.47,560.9,47.11
Pescara,Napoli,2026-07-20 18:36:00,2.35,Premium,244.77,179.1,50.59
Roma,Perugia,2026-02-22 09:31:00,17.36,Express,194.47,134.8,48.87
Verona,Bologna,2026-02-05 19:54:00,1.75,Express,142.89,109.2,49.44
Sassari,Verona,2026-02-09 11:08:00,2.03,Express,634.92,559.6,41.67
Pescara,Catania,2026-08-28 15:49:00,30.0,Premium,684.2,555.5,44.73
Torino,Reggio Calabria,2026-07-28 13:39:00,4.03,Express,1151.49,1017.4,52.88
Napoli,Roma,2026-09-16 15:45:00,1.14,Express,224.79,188.3,48.67
Verona,Genova,2026-02-01 18:09:00,5.41,Express,243.42,198.5,51.49
Salerno,Bologna,2026-07-09 09:05:00,1.59,Premium,609.74,508.2,46.47
Reggio Calabria,Firenze,2026-09-10 11:55:00,5.67,Express,848.42,729.6,44.92
Trapani,Sassari,2026-05-26 14:57:00,2.59,Express,507.22,455.8,46.7
Palermo,Trapani,2026-07-31 10:38:00,2.21,Express,84.49,72.6,42.53
Roma,Trapani,2026-06-14 12:15:00,9.25,Express,516.29,431.4,44.62
Firenze,Catania,2026-01-02 19:24:00,4.46,Express,903.24,767.6,46.48
Verona,Pescara,2026-04-28 10:12:00,5.93,Express,469.98,419.7,46.83
Pescara,Cagliari,2026-03-13 09:39:00,4.07,Premium,670.82,559.4,47.28
Salerno,Roma,2026-01-23 15:09:00,2.2,Express,294.75,233.2,42.39
Napoli,Milano,2026-06-12 08:23:00,4.6,Express,756.73,657.4,52.38
Torino,Roma,2026-09-11 07:00:00,6.99,Express,624.59,524.1,44.24
Bari,Reggio Calabria,2026-01-15 19:10:00,3.3,Express,420.75,350.6,51.06
Bologna,Verona,2026-03-31 10:52:00,10.59,Express,156.33,109.2,43.03
Palermo,Napoli,2026-07-02 08:41:00,5.44,Premium,384.24,313.4,45.93
Roma,Genova,2026-03-27 16:11:00,3.48,Express,478.03,402.1,48.02
Sassari,Palermo,2026-02-01 13:43:00,3.58,Express,586.78,504.1,41.53
Milano,Cagliari,2026-02-22 13:22:00,3.3,Premium,813.17,693.9,46.09
Pescara,Bologna,2026-01-07 13:08:00,1.25,Express,391.56,323.4,48.05
Perugia,Palermo,2026-09-28 09:02:00,2.82,Express,655.31,560.9,42.32
Verona,Sassari,2026-05-15 19:01:00,3.5,Express,686.11,559.6,48.48
Reggio Calabria,Palermo,2026-09-15 07:01:00,2.24,Express,255.47,200.3,43.6
Milano,Salerno,2026-07-07 13:45:00,3.8,Premium,809.85,698.2,44.84
Verona,Cagliari,2026-04-06 10:47:00,3.05,Premium,804.77,708.5,48.72
Bologna,Milano,2026-09-15 15:59:00,5.16,Express,231.3,200.6,46.18
Verona,Pescara,2026-03-12 14:41:00,4.77,Express,475.08,419.7,46.88
Cagliari,Genova,2026-02-19 12:23:00,3.37,Express,653.18,577.3,51.98
Firenze,Ancona,2026-08-08 14:29:00,1.15,Express,232.12,183.3,49.54
Sassari,Bari,2026-06-01 10:10:00,10.51,Express,813.58,699.2,44.62
Roma,Trapani,2026-04-26 08:50:00,2.72,Express,502.33,431.4,44.89
Verona,Pescara,2026-06-10 19:40:00,2.83,Express,497.27,419.7,46.96
Roma,Firenze,2026-09-22 15:35:00,2.36,Premium,281.26,231.6,45.04
Pescara,Firenze,2026-03-18 16:09:00,2.13,Premium,346.36,280.9,47.19
Genova,Ancona,2026-09-04 20:59:00,8.84,Express,439.76,377.4,50.47
Ancona,Trapani,2026-09-06 19:39:00,7.92,Express,738.28,628.1,47.22
Bologna,Catania,2026-07-27 15:11:00,4.09,Express,955.43,837.3,43.38
Firenze,Salerno,2026-02-12 18:05:00,2.78,Express,523.04,449.4,46.8
Ancona,Catania,2026-01-25 14:23:00,4.63,Express,804.92,692.2,45.72
Palermo,Genova,2026-02-02 10:19:00,3.16,Express,896.75,791.1,45.65
Salerno,Firenze,2026-07-11 15:43:00,2.63,Premium,513.38,449.4,45.15
Verona,Sassari,2026-04-20 19:46:00,3.8,Express,664.01,559.6,48.47
Napoli,Ancona,2026-09-27 19:18:00,2.2,Express,377.88,314.1,52.55
Torino,Lecce,2026-01-02 14:04:00,3.58,Express,1140.03,1003.1,47.04
Verona,Firenze,2026-04-12 20:14:00,3.46,Express,213.93,186.8,48.09
Torino,Firenze,2026-03-14 09:45:00,4.58,Express,392.77,317.5,46.67
Napoli,Cagliari,2026-08-29 07:34:00,1.94,Express,564.68,474.3,51.13
Genova,Trapani,2026-02-03 12:38:00,4.93,Premium,875.35,771.8,49.81
Verona,Lecce,2026-04-22 09:52:00,1.59,Premium,944.57,813.3,48.95
Catania,Milano,2026-08-25 20:24:00,2.01,Premium,1141.21,1010.7,48.85
Milano,Lecce,2026-09-23 08:37:00,2.07,Express,1086.02,925.2,45.84
Bari,Verona,2026-09-08 14:29:00,1.42,Express,781.52,675.9,43.56
Salerno,Genova,2026-06-28 17:48:00,6.11,Express,740.19,632.9,48.03
Pescara,Genova,2026-02-14 08:33:00,1.52,Express,546.3,478.2,50.24
Bari,Genova,2026-01-27 07:38:00,1.84,Express,835.34,743.8,48.42
Catania,Genova,2026-04-23 14:45:00,7.22,Premium,1068.73,924.7,50.59
Perugia,Bari,2026-05-11 19:38:00,2.01,Express,495.86,430.6,45.74
Palermo,Pescara,2026-05-21 07:13:00,2.63,Express,548.78,487.9,41.03
Sassari,Ancona,2026-01-14 07:17:00,1.48,Express,595.83,519.8,44.68
Firenze,Catania,2026-07-04 19:57:00,5.37,Express,887.24,767.6,46.45
Trapani,Catania,2026-04-18 15:26:00,5.43,Express,281.84,231.2,44.87
Milano,Firenze,2026-01-30 16:49:00,5.03,Express,295.57,248.8,45.4
Sassari,Salerno,2026-09-07 10:51:00,4.37,Express,613.3,523.4,41.89
Catania,Perugia,2026-04-08 11:22:00,3.16,Express,749.17,663.3,51.72
Ancona,Verona,2026-03-05 13:35:00,2.08,Premium,348.93,284.9,46.2
Bari,Lecce,2026-05-15 09:59:00,1.7,Express,187.16,139.0,45.27
Lecce,Trapani,2026-09-17 13:11:00,7.4,Express,644.13,549.9,44.94
Verona,Ancona,2026-08-14 20:21:00,5.12,Express,352.04,284.9,49.62
Ancona,Palermo,2026-01-28 17:29:00,1.85,Premium,712.91,611.7,46.14
Lecce,Salerno,2026-07-07 19:10:00,3.08,Express,347.93,289.7,43.73
Bologna,Palermo,2026-07-01 13:57:00,2.43,Express,811.72,728.1,43.29
Trapani,Bologna,2026-08-30 18:01:00,1.36,Express,813.92,726.4,47.63
Reggio Calabria,Genova,2026-09-21 12:53:00,3.4,Express,1016.28,897.2,48.5
Salerno,Ancona,2026-07-23 15:38:00,2.24,Express,399.13,342.8,46.32
Roma,Salerno,2026-06-28 17:13:00,1.54,Express,275.52,233.2,43.55
Reggio Calabria,Bari,2026-04-07 18:32:00,1.07,Express,410.47,350.6,47.02
Salerno,Verona,2026-09-03 19:57:00,1.0,Premium,731.46,611.8,43.83
Ancona,Roma,2026-09-15 08:28:00,2.31,Express,271.99,208.6,44.81
Torino,Sassari,2026-09-28 18:06:00,2.83,Express,561.58,487.8,47.14
Roma,Napoli,2026-09-18 16:56:00,1.63,Express,223.2,188.3,48.02
Roma,Torino,2026-06-25 17:18:00,4.73,Express,621.46,524.1,48.68
Lecce,Cagliari,2026-09-19 07:12:00,2.87,Express,881.13,783.1,44.97
Sassari,Milano,2026-08-02 13:49:00,4.49,Express,598.79,528.4,44.49
Lecce,Bologna,2026-03-07 20:27:00,2.64,Express,819.11,725.0,46.09
Ancona,Salerno,2026-01-09 19:36:00,1.73,Premium,429.34,342.8,46.54
Trapani,Roma,2026-09-25 10:13:00,3.25,Express,512.08,431.4,43.95
Catania,Sassari,2026-04-27 13:48:00,1.24,Premium,758.84,667.2,47.75
Bologna,Salerno,2026-08-27 19:05:00,4.38,Premium,610.8,508.2,44.07
Pescara,Genova,2026-03-20 20:01:00,1.56,Express,549.58,478.2,50.24
Catania,Bari,2026-04-09 11:38:00,5.71,Express,491.82,429.6,48.63
Torino,Trapani,2026-08-14 18:14:00,2.37,Express,1007.83,881.3,47.08
Milano,Napoli,2026-05-24 18:41:00,6.31,Premium,759.28,657.4,49.2
Ancona,Bari,2026-07-04 09:06:00,1.37,Express,473.25,391.1,49.08
Verona,Trapani,2026-03-29 07:26:00,1.87,Express,959.09,835.0,48.47
Palermo,Verona,2026-06-17 07:39:00,3.92,Express,948.03,837.2,40.74
Firenze,Milano,2026-05-13 09:02:00,6.81,Premium,315.15,248.8,49.69
Reggio Calabria,Salerno,2026-09-12 17:22:00,9.63,Express,378.44,295.6,43.69
Palermo,Ancona,2026-05-15 12:27:00,3.09,Express,712.49,611.7,43.77
Ancona,Bari,2026-01-25 16:36:00,10.86,Express,452.71,391.1,48.69
Salerno,Firenze,2026-07-21 08:15:00,2.45,Express,529.55,449.4,44.71
Milano,Reggio Calabria,2026-09-18 15:25:00,6.47,Premium,1117.01,976.4,51.98
Reggio Calabria,Bologna,2026-08-30 17:25:00,1.55,Premium,910.24,795.3,46.83
Torino,Ancona,2026-01-28 20:40:00,4.03,Express,571.13,490.7,48.29
Pescara,Reggio Calabria,2026-09-30 11:28:00,0.58,Express,564.16,498.9,52.99
Reggio Calabria,Salerno,2026-04-05 14:38:00,1.37,Premium,345.1,295.6,44.49
Firenze,Roma,2026-08-16 13:45:00,4.16,Express,275.52,231.6,45.49
Catania,Salerno,2026-06-22 11:52:00,1.2,Express,395.76,353.6,45.83
Milano,Sassari,2026-09-23 15:57:00,4.04,Express,588.64,528.4,45.83
Torino,Pescara,2026-04-04 14:54:00,5.66,Express,695.52,598.4,45.46
Palermo,Bologna,2026-06-15 18:39:00,2.11,Premium,839.72,728.1,43.94
Genova,Torino,2026-07-06 07:23:00,1.52,Express,175.61,122.4,53.36
Salerno,Genova,2026-02-12 10:06:00,2.15,Express,742.15,632.9,48.2
Torino,Bari,2026-07-31 15:06:00,1.53,Express,973.66,864.4,48.71
Trapani,Salerno,2026-02-09 15:01:00,2.79,Express,435.2,352.5,45.23
Firenze,Roma,2026-08-15 19:38:00,3.22,Premium,303.5,231.6,45.98
Roma,Verona,2026-02-04 16:26:00,2.42,Express,470.86,411.9,43.19
Perugia,Milano,2026-02-18 07:03:00,9.69,Express,410.12,364.9,45.04
Milano,Torino,2026-05-16 13:50:00,1.81,Express,161.65,125.1,49.72
Lecce,Ancona,2026-02-19 18:50:00,7.95,Express,627.92,528.9,46.2
Bologna,Reggio Calabria,2026-01-21 19:13:00,1.45,Express,918.11,795.3,50.99
Firenze,Milano,2026-01-15 18:13:00,3.16,Express,306.87,248.8,49.38
Palermo,Napoli,2026-03-20 13:41:00,6.87,Premium,370.13,313.4,45.87
Torino,Firenze,2026-05-15 08:29:00,6.62,Premium,393.44,317.5,47.04
Torino,Verona,2026-01-13 09:59:00,2.24,Express,329.03,261.5,45.37
Cagliari,Lecce,2026-02-07 18:51:00,4.42,Express,898.18,783.1,48.78
Reggio Calabria,Torino,2026-06-16 11:46:00,4.03,Express,1148.86,1017.4,49.18
Bari,Milano,2026-03-28 17:41:00,2.06,Express,886.61,786.3,46.46
Reggio Calabria,Ancona,2026-07-26 07:30:00,4.62,Express,730.03,638.3,46.57
Genova,Torino,2026-08-18 13:52:00,11.05,Premium,164.44,122.4,53.42
Milano,Cagliari,2026-01-09 20:18:00,4.17,Premium,809.42,693.9,46.05
Roma,Firenze,2026-09-16 10:25:00,4.46,Express,272.64,231.6,44.5
Milano,Torino,2026-07-06 07:25:00,4.8,Premium,166.29,125.1,50.05
Sassari,Torino,2026-08-13 11:02:00,1.08,Express,581.21,487.8,47.28
Palermo,Trapani,2026-05-11 07:52:00,4.14,Express,99.85,72.6,42.45
Verona,Milano,2026-01-01 15:34:00,1.47,Express,169.83,140.4,49.7
Pescara,Salerno,2026-08-30 09:41:00,1.99,Express,259.77,203.3,45.68
Firenze,Genova,2026-06-05 10:26:00,13.63,Express,239.12,198.5,50.9
Salerno,Roma,2026-01-11 15:13:00,2.51,Premium,295.35,233.2,42.84
Milano,Palermo,2026-02-15 11:33:00,1.79,Express,1010.12,886.0,44.06
Palermo,Bari,2026-02-26 16:06:00,6.72,Express,530.2,449.0,43.93
Bologna,Milano,2026-04-13 20:01:00,1.55,Express,207.42,200.6,46.33
Bologna,Napoli,2026-05-01 20:02:00,2.19,Premium,546.19,470.2,48.63
Perugia,Firenze,2026-04-27 17:12:00,7.19,Express,156.85,117.7,43.61
Cagliari,Lecce,2026-08-26 20:33:00,3.09,Premium,908.97,783.1,49.29
Verona,Palermo,2026-09-15 17:18:00,1.01,Premium,977.29,837.2,47.18
Torino,Ancona,2026-07-05 07:57:00,4.39,Express,568.69,490.7,48.28
Roma,Cagliari,2026-06-23 20:22:00,2.27,Express,465.87,412.6,44.75
Roma,Salerno,2026-08-24 14:56:00,8.82,Express,303.25,233.2,43.25
Perugia,Lecce,2026-03-15 07:04:00,1.96,Premium,652.78,569.2,44.61
Bari,Pescara,2026-06-02 15:41:00,6.26,Express,339.14,266.1,43.59
Lecce,Perugia,2026-06-25 10:25:00,10.4,Express,666.72,569.2,49.4
Napoli,Perugia,2026-03-19 14:28:00,1.65,Express,351.82,295.4,55.88
Trapani,Milano,2026-09-17 16:12:00,2.62,Express,984.79,872.5,47.83
Catania,Napoli,2026-03-06 07:23:00,3.94,Premium,463.04,378.1,50.65
